来源	文件	位置	原文	参考译文	填写中文	长度状态
UI	lang0.pak	DST_RB_RELAY_INFO_OUT	<%s Team 「%s」 to ringout 「%s」 enter.		<%s 团队 「%s」 到 「%s」 進入。	ok
UI	lang0.pak	DST_RB_RELAY_INFO_OUT_ALONG	<%s Team 「%s」 to ringout.		<%s 团队 「%s」 到。	ok
UI	lang0.pak	DST_RB_RESULT_EACH_LEVEL_REWARD	Depends On Level	依等级支付	依等级支付	ok
UI	lang0.pak	DST_RB_RESULT_MESSAGE	"[font size=""14""color=""000000""]The Ranked Battle is over.[br][br]Exiting Soon![/font]"		"[font size=""14""color=""000000""]排位戰是结束。[br][br]Exiting 很快！[/font]"	ok
UI	lang0.pak	DST_RB_RESULT_POINT_RESULT	Results	结果	结果	ok
UI	lang0.pak	DST_RB_RESULT_POINT_TEXT	Score	比	比	ok
UI	lang0.pak	DST_RB_RESULT_RECORD_INFO_1	Total: %u I, %u W, %u L		Total:%uI,%uW,%uL	ok
UI	lang0.pak	DST_RB_RESULT_RECORD_INFO_2	%u Win Streak (Victory: %u Times)		%u連胜(胜:%u次)	ok
UI	lang0.pak	DST_RB_RESULT_WAIT_TEXT	Please Wait	请稍后。	请稍后。	ok
UI	lang0.pak	DST_RB_RESULT_WAIT_TIME	(Timeout: %dSec)	(限制时间: %d秒)	(限制时间: %d秒)	ok
UI	lang0.pak	DST_RB_SIDECIEWMSG	In the waiting room, you can only watch.	在等待大厅可使用观战按钮.	在等待大厅可使用观战按钮.	ok
UI	lang0.pak	DST_RB_SIDE_CHECK_FOR_ENTER	Check Rank (Lv.%u-Lv.%u)	确认参加排名赛(%u级~%u级)	确認排名 (Lv.%u-Lv.%u)	ok
UI	lang0.pak	DST_RB_SIDE_DOING_RANKBATTLE	Rank Battle	排名战进行中。	排名戰鬥	ok
UI	lang0.pak	DST_RB_SIDE_DO_ENTER_RANKBATTLE	Enter Ranked Battle?	您要报名排名战吗?	您要报名排名战吗?	ok
UI	lang0.pak	DST_RB_SIDE_ENTER_FAIL	Failed		失敗	ok
UI	lang0.pak	DST_RB_SIDE_ENTER_MUST_HAVE_NEED_ITEM	(No items)	(没有道具。)	(无道具)	ok
UI	lang0.pak	DST_RB_SIDE_ENTER_MUST_HAVE_NEED_ZENNY	(Not enough Zeni)	(Sony不足。)	(Sony不足。)	ok
UI	lang0.pak	DST_RB_SIDE_ENTER_STATE_ERROR	(Status)		(状态)	ok
UI	lang0.pak	DST_RB_SIDE_ENTER_SUCESS	Entered	可报名	可报名	ok
UI	lang0.pak	DST_RB_SIDE_ENTER_TOO_HIGHTLEVEL	(Level too High)	(等级过高无法参加排名战。)	(等級太高級)	ok
UI	lang0.pak	DST_RB_SIDE_ENTER_TOO_LOW_LEVEL	(Level too Low)	(等级不足。)	(等级不足。)	ok
UI	lang0.pak	DST_RB_SIDE_ON_ENTER	Position	请入场。	请入场。	ok
UI	lang0.pak	DST_RB_SIDE_ON_ENTER_SECOND	%d sec after position	%d秒后入场	%d秒后入场	ok
UI	lang0.pak	DST_RB_SIDE_RANKBATTLE_CANCELED	Battle Cancelled	取消排名战。	取消排名战。	ok
UI	lang0.pak	DST_RB_SIDE_WAIT_FOR_ENTER	Ranked Battle (Lv.%u-Lv.%u)	排名赛待机中 (%u级~%u级)	排名赛待机中 (%u级~%u级)	ok
UI	lang0.pak	DST_RB_START_BATTLE	Start Battle	决定战斗顺序.	開始戰鬥	ok
UI	lang0.pak	DST_RB_START_BATTLE_READY	Buff and prepare please.	请上BUFF与战斗装备.	请上BUFF与战斗装备.	ok
UI	lang0.pak	DST_RB_STRAIGHT_WIN	Win Streak	连胜	连胜	ok
UI	lang0.pak	DST_RB_TITLE	Registration	参加申请	参加申请	ok
UI	lang0.pak	DST_RECALL	Summon	召唤	召唤	ok
UI	lang0.pak	DST_RECALL_START_MASCOT_MB_CONFIRM	"[align = ""center""][font size = ""12"" color=""f4d762""]Summon Pet[/font][br][br][font size = ""10"" color=""ffffff""]Summon your Pet?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]召唤宠物[/font][br][br][font size = ""10"" color=""ffffff""]召唤你的宠物？[/font]"	ok
UI	lang0.pak	DST_RECALL_STOP_MASCOT_MB_CONFIRM	"[align = ""center""][font size = ""12"" color=""f4d762""]Dismiss Pet[/font][br][br][font size = ""10"" color=""ffffff""]Dismiss your Pet?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]踢出宠物[/font][br][br][font size = ""10"" color=""ffffff""]踢出你的宠物？[/font]"	ok
UI	lang0.pak	DST_RECORD	Record	排名战战绩	记錄	ok
UI	lang0.pak	DST_REFUND_POLICY	Refund Policy	WEB商城	WEB商城	ok
UI	lang0.pak	DST_REFUND_POLICY_URL	https://opendbo.org/donate		://./捐献	ok
UI	lang0.pak	DST_REGEN_MB_DOJO_RETRY_BTN	Retry	重新挑战	重试	ok
UI	lang0.pak	DST_REGEN_MB_MAINWORLD_MOVE_TO_POPOSTONE_BTN	Respawn	移动	移动	ok
UI	lang0.pak	DST_REGEN_MB_MAINWORLD_USE_POPOSTONE_CHUNK_BTN	Revive	波波碎片	复活	ok
UI	lang0.pak	DST_REGEN_MB_PARTYDUNGEON_RETRY_BTN	Retry	重新挑战	重试	ok
UI	lang0.pak	DST_REGEN_MB_TLQ_MOVE_TO_MAINWORLD_BTN	Respawn	返回	返回	ok
UI	lang0.pak	DST_REGEN_MB_TLQ_RETRY_BTN	Retry	重新挑战	重试	ok
UI	lang0.pak	DST_REGEN_MB_TMQ_MOVE_TO_MAINWORLD_BTN	Leave	返回	返回	ok
UI	lang0.pak	DST_REGEN_PLAYER_CCBD	"[align = ""center""][font size = ""12"" color=""f4d762""]Waiting for Revive[/font][br][br][font size = ""10"" color=""eb436b""]If you click OK you'll leave the dungeon and party.[/font][br][font size = ""10"" color=""ffffff""]Leave dungeon and party?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]等待中用于 Revive[/font][br][br][font size = ""10"" color=""eb436b""]如果你点擊OK你将离開副本和隊伍。[/font][br][font size = ""10"" color=""ffffff""]离開副本和隊伍？[/font]"	ok
UI	lang0.pak	DST_REGEN_PLAYER_DOJO	"[align = ""center""][font size = ""12"" color=""f4d762""]You Fainted[/font][br][br][font size = ""10"" color=""269eff""]Can't do anything while dead[br]Please wait[br]until you get resurrected.[/font][br][br][font size = ""10"" color=""f4d762""]Retry: Stay in this world[/font][br][br][font size = ""10"" color=""ffffff""]Retry?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]你已倒下[/font][br][br][font size = ""10"" color=""269eff""]死亡状态下無法操作。[br]請等待复活。[/font][br][br][font size = ""10"" color=""f4d762""]重试：留在當前世界[/font][br][br][font size = ""10"" color=""ffffff""]重试吗？[/font]"	ok
UI	lang0.pak	DST_REGEN_PLAYER_MAINWORLD	"[align = ""center""][font size = ""12"" color=""f4d762""]You Fainted[/font][br][br][font size = ""10"" color=""269eff""]Can't do anything while dead[/font][br][font size = ""10"" color=""f4d762""]Wait for a friend[br]To bring you back[br]or go to Popo Stone.[/font][br][br][font size = ""10"" color=""ef1f1f""]Go to: Popostone location[/font][br][br][font size = ""10"" color=""ffffff""]Select an action?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]你倒下[/font][br][br][font size = ""10"" color=""269eff""]無法進行操作時死亡[/font][br][font size = ""10"" color=""f4d762""]等待用于好友[br]到讓你复活[br]或前往波波石。[/font][br][br][font size = ""10"" color=""ef1f1f""]前往：波波石位置[/font][br][br][font size = ""10"" color=""ffffff""]选择操作？[/font]"	ok
UI	lang0.pak	DST_REGEN_PLAYER_MAINWORLD_WITH_POPO	"[align = ""center""][font size = ""12"" color=""f4d762""]You Fainted[/font][br][br][font size = ""10"" color=""269eff""]You have lost all of your Life Points.[/font][br][br][font size = ""10"" color=""f4d762""]You can Respawn in Town or[br][br]Revive yourself using a Popo Stone[/font][br][br][font size = ""10"" color=""ffffff""]Select an action?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]你已倒下[/font][br][br][font size = ""10"" color=""269eff""]你的生命值已耗尽。[/font][br][br][font size = ""10"" color=""f4d762""]可以在城镇复活，[br][br]也可以使用波波石原地复活。[/font][br][br][font size = ""10"" color=""ffffff""]請选择操作。[/font]"	ok
UI	lang0.pak	DST_REGEN_PLAYER_PARTY_DUNGEON	"[align = ""center""][font size = ""12"" color=""f4d762""]You Fainted[/font][br][br][font size = ""10"" color=""269eff""]You've Fainted[br]Please wait[br]until you are resurrected[/font][br][br][font size = ""10"" color=""ffffff""]Select an action?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]你倒下[/font][br][br][font size = ""10"" color=""269eff""]你已倒下[br]請等待[br]直到你已[/font][br][br][font size = ""10"" color=""ffffff""]选择操作？[/font]"	ok
UI	lang0.pak	DST_REGEN_PLAYER_PARTY_DUNGEON_NO	"[align = ""center""][font size = ""12"" color=""f4d762""]You Fainted[/font][br][br][font size = ""10"" color=""269eff""]Can't do anything while dead[br]Please wait[br]for the timer[br]you can't respawn[br]until the timer[br]runs out[br]please wait.[/font][br][br][font size = ""10"" color=""f4d762""]Land : Stay in this world[/font][br][br][font size = ""10"" color=""ffffff""]Select an action?[/font][br]"		"[align = ""center""][font size = ""12"" color=""f4d762""]你已倒下[/font][br][br][font size = ""10"" color=""269eff""]死亡状态下無法操作。[br]請等待计時结束，[br]计時结束前無法复活。[br]請稍候。[/font][br][br][font size = ""10"" color=""f4d762""]原地：留在當前世界[/font][br][br][font size = ""10"" color=""ffffff""]請选择操作。[/font][br]"	ok
UI	lang0.pak	DST_REGEN_PLAYER_TLQ	"[align = ""center""][font size = ""12"" color=""f4d762""]You Fainted[/font][br][br][font size = ""10"" color=""269eff""]Can't do anything while dead[/font][br][font size = ""10"" color=""f4d762""]Teleport back[br]To your own world.[br][br]Return: Back to your world[br]Land: Stay in this world[/font][br][br][font size = ""10"" color=""ffffff""]Select an action?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]你已倒下[/font][br][br][font size = ""10"" color=""269eff""]死亡状态下無法操作。[/font][br][font size = ""10"" color=""f4d762""]傳送返回[br]你自己的世界。[br][br]返回：回到你的世界[br]原地：留在當前世界[/font][br][br][font size = ""10"" color=""ffffff""]請选择操作。[/font]"	ok
UI	lang0.pak	DST_REGEN_PLAYER_TMQ	"[align = ""center""][font size = ""12"" color=""f4d762""]You Fainted[/font][br][br][font size = ""10"" color=""269eff""]Can't do anything while dead[/font][br][font size = ""10"" color=""f4d762""]Releasing will bring you[br]Back to your world[/font][br][br][font size = ""10"" color=""ffffff""]Select an action?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]你倒下[/font][br][br][font size = ""10"" color=""269eff""]無法進行操作時死亡[/font][br][font size = ""10"" color=""f4d762""]Releasing 将你[br]返回到你的世界[/font][br][br][font size = ""10"" color=""ffffff""]选择操作？[/font]"	ok
UI	lang0.pak	DST_REGISTER	Register	登入	登錄	ok
UI	lang0.pak	DST_REGISTER_MASCOT_MB_CONFIRM	"[align = ""center""][font size = ""12"" color=""f4d762""]Pet Registration[/font][br][br][font size = ""10"" color=""269eff""]To avoid losing your Pet it's[br]recommended to register it.[/font][br][br][font size = ""10"" color=""ffffff""]Register your Pet now?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]宠物报名[/font][br][br][font size = ""10"" color=""269eff""]到你的宠物它是[br]推荐到报名它。[/font][br][br][font size = ""10"" color=""ffffff""]报名你的宠物現在？[/font]"	ok
UI	lang0.pak	DST_REJECT_PARTY_RECALL	%s Reject recall.	%s拒绝了召唤邀请。	%s 拒绝。	ok
UI	lang0.pak	DST_RELEASE	Dismiss	解除	解除	ok
UI	lang0.pak	DST_RENAME_MB_CHARAC_RENAME	"[align = ""center""][font size=""12""color=""f4d762""]Character Rename[/font][br][br][font size=""10""color=""269eff""]Enter new name.[/font]"		"[align = ""center""][font size=""12""color=""f4d762""]角色改名[/font][br][br][font size=""10""color=""269eff""]進入新名称。[/font]"	ok
UI	lang0.pak	DST_RENAME_MB_ENTER_LOBBY	"[align = ""center""][font size=""12""color=""f4d762""]Character Selection[/font][br][br][font size=""10""color=""269eff""]Will enter lobby in 10 seconds.[br][/font]"		"[align = ""center""][font size=""12""color=""f4d762""]角色选择[/font][br][br][font size=""10""color=""269eff""]将進入大厅在 10 秒。[br][/font]"	ok
UI	lang0.pak	DST_REPAIR_ALL_ITEM	All Items repaired! Cost: %s Zeni	支付%s索尼即可修复装备中道具耐久度低的道具。	全部道具已修理！费用：%s 索尼	ok
UI	lang0.pak	DST_REPAIR_ITEM	%s Repaired %s	支付%s索尼，修理道具 %s 。	%s 已修理 %s	ok
UI	lang0.pak	DST_RESET	Reset	初始化	重置	ok
UI	lang0.pak	DST_RESTRICTION_CCBD	CCBD disabled	CC竞技副本进行中无法使用	CCBD已禁用	ok
UI	lang0.pak	DST_RESTRICTION_DOJO	Dojo Disabled	在道场争夺战中无法使用	道场已禁用	ok
UI	lang0.pak	DST_RESTRICTION_HUNT	Scramble Disabled	极限副本里面无法使用	争夺戰已禁用	ok
UI	lang0.pak	DST_RESTRICTION_NORMAL	General Disabled	一般地区无法使用	一般地区无法使用	ok
UI	lang0.pak	DST_RESTRICTION_RAID	Raid Disabled	特战队地区中无法使用	Raid 已禁用	ok
UI	lang0.pak	DST_RESTRICTION_RANKBATTLE	Ranked Disabled	排名战地区中无法使用	排位已禁用	ok
UI	lang0.pak	DST_RESTRICTION_TEINKAICHIBUDOKAI	Budokai Disabled	天下第一武道会进行中无法使用	武道會已禁用	ok
UI	lang0.pak	DST_RESTRICTION_TIMEQUEST	TMQ Disabled		TMQ已禁用	ok
UI	lang0.pak	DST_RESTRICTION_TLQ	TLQ Disabled	原作任务任务进行中无法使用	TLQ已禁用	ok
UI	lang0.pak	DST_RESTRICTION_TUTORIAL	Tutorial Disabled		教程已禁用	ok
UI	lang0.pak	DST_RESTRUCTURE_ITEM_EMPTY_TOOLTIP	Place item for restructuring.		位置道具用于。	ok
UI	lang0.pak	DST_REVERTED_BATTLE_DRAGONBALL	Battle Dragon Ball	争夺龙珠绑定	争夺龙珠绑定	ok
UI	lang0.pak	DST_REVERTED_DRAGONBALL	Dragon Ball	七龙珠绑定	七龙珠绑定	ok
UI	lang0.pak	DST_REVERTED_INVENTORY	Inventory Bound	背包绑定	背包绑定	ok
UI	lang0.pak	DST_REVERTED_ITEM	Sealing	绑定道具	封印	ok
UI	lang0.pak	DST_REVERTED_MB_CONFIRM_ACTIVATE	"[align = ""center""][font size = ""12"" color=""f4d762""]Check Item Attribute[/font][br][br][font size = ""10"" color=""f36a7c""]Attribute: %s.[/font][br][br][font size = ""10"" color=""f36a7c""]Change the status of the item? (can't be undone)[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]确認道具属性[/font][br][br][font size = ""10"" color=""f36a7c""]属性：%s.[/font][br][br][font size = ""10"" color=""f36a7c""]更改状态道具的？(無法 )[/font]"	ok
UI	lang0.pak	DST_REVERTED_QUEST	Quest Bound		任務 Bound	ok
UI	lang0.pak	DST_REWARDLIST	List	奖励目录	列表	ok
UI	lang0.pak	DST_REWARD_ACCOUNT	All characters available	物件为帐户内所有角色	物件为帐户内所有角色	ok
UI	lang0.pak	DST_REWARD_CHAR	Other roles	对方角色	对方角色	ok
UI	lang0.pak	DST_REWARD_CLOSE	Close	关闭	关闭	ok
UI	lang0.pak	DST_REWARD_EVENT_AD	Manager	活动管理员	管理员	ok
UI	lang0.pak	DST_REWARD_INDEX_ERROR	Index Error		索引錯誤	ok
UI	lang0.pak	DST_REWARD_INFO	Reward info		獎勵信息	ok
UI	lang0.pak	DST_REWARD_NOT_ACCOUNT_CHARID	"[align = ""center""][font size = ""12"" color=""f4d762""]Information system problem[/font][br][br][font size = ""10"" color=""ffffff""]Compensation of receiving[br]data error occurred (02).[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]信息系统问题[/font][br][br][font size = ""10"" color=""ffffff""]补偿的[br]数据錯誤發生 (02).[/font]"	ok
UI	lang0.pak	DST_REWARD_NOT_CHARID	"[align = ""center""][font size = ""12"" color=""f4d762""]Error[/font[br][br][font size = ""10"" color=""ffffff""]An error occurred.[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]錯誤[/[br][br][font size = ""10"" color=""ffffff""]錯誤發生。[/font]"	ok
UI	lang0.pak	DST_REWARD_NOT_CHAR_CHARID	"[align = ""center""][font size = ""12"" color=""f4d762""]Information system problem[/font][br][br][font size = ""10"" color=""ffffff""]Compensation of receiving[br]data error occurred (02).[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]信息系统问题[/font][br][br][font size = ""10"" color=""ffffff""]补偿的[br]数据錯誤發生 (02).[/font]"	ok
UI	lang0.pak	DST_REWARD_NOT_REWARD	Reward not available	该角色无奖励获得。	该角色无奖励获得。	ok
UI	lang0.pak	DST_REWARD_NOT_TABLE	"[align = ""center""][font size = ""12"" color=""f4d762""]Information system problem[/font][br][br][font size = ""10"" color=""ffffff""]Compensation of receiving[br]data error occurred (01).[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]信息系统问题[/font][br][br][font size = ""10"" color=""ffffff""]补偿的[br]数据錯誤發生 (01).[/font]"	ok
UI	lang0.pak	DST_REWARD_SENDCHAR	From	寄件者	來自	ok
UI	lang0.pak	DST_REWARD_SENT	Reward Accepted	接受	接受	ok
UI	lang0.pak	DST_REWARD_SENT_CHARACTER	"[align = ""center""][font size = ""12"" color=""f4d762""]Reward[/font][br][br][size = ""10"" color=""FFFFFF""]Only the current character will receive the reward.[/font][br][br][font size = ""10"" color=""eb436b""]Do you want to continue?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]獎勵[/font][br][br][size = ""10"" color=""FFFFFF""]专用當前角色将领取獎勵。[/font][br][br][font size = ""10"" color=""eb436b""]确定要继續？[/font]"	ok
UI	lang0.pak	DST_REWARD_TABLE_ERROR	Table error		表格錯誤	ok
UI	lang0.pak	DST_RING	Ring	项圈	项圈	ok
UI	lang0.pak	DST_RPBALL_TOOLTIP	Use RP to boost skills or to use HTB skills		使用RP到强化技能或到使用HTB技能	ok
UI	lang0.pak	DST_SATURDAY	Saturday	六	六	ok
UI	lang0.pak	DST_SAVE	Save	收纳	收纳	ok
UI	lang0.pak	DST_SCOUTERPARTS_BEST_START	Best Start	史考特晶片优化	Best 開始	ok
UI	lang0.pak	DST_SCOUTERPARTS_FIND_MOB_TO_GET_DRAGONBALL	Finds Dragon Balls	显示持有七龙珠怪物	显示持有七龙珠怪物	ok
UI	lang0.pak	DST_SCOUTERPARTS_FIND_OBJECT	Find hidden objects	搜寻隐藏物件	搜寻隐藏物件	ok
UI	lang0.pak	DST_SCOUTERPARTS_INFO_LUMINOSITY	Item Drop		道具掉落	ok
UI	lang0.pak	DST_SCOUTERPARTS_INFO_METERIAL_DECOMPOSITION	Material Degradation		材料分解	ok
UI	lang0.pak	DST_SCOUTERPARTS_INFO_REMOTE_BANK	Remote Warehouse		远程倉庫	ok
UI	lang0.pak	DST_SCOUTERPARTS_INFO_REMOTE_SHOP	Remote Store		远程商店	ok
UI	lang0.pak	DST_SCOUTERPARTS_INFO_REMOTE_SHOP_BUY	Remote Buy		远程购买	ok
UI	lang0.pak	DST_SCOUTERPARTS_INFO_REMOTE_SHOP_IDENTIFY	Remote Identify		远程鉴定	ok
UI	lang0.pak	DST_SCOUTERPARTS_INFO_REMOTE_SHOP_REPAIR	Remote Repair		远程修理	ok
UI	lang0.pak	DST_SCOUTERPARTS_INFO_REMOTE_SHOP_SELL	Remote Sell		远程出售	ok
UI	lang0.pak	DST_SCOUTERPARTS_INFO_REMOTE_TMP	Remote Auction		远程拍卖	ok
UI	lang0.pak	DST_SCOUTERPARTS_ITEM_IDENTIFICATION	Identify Item	道具监定	道具监定	ok
UI	lang0.pak	DST_SCOUTERPARTS_MAIL_CONNECTOR	Mailbox Access		邮箱访问	ok
UI	lang0.pak	DST_SCOUTERPARTS_MAIL_TRANSMITTER	Mailbox Access + Item transfer		邮箱访问 + 道具转移	ok
UI	lang0.pak	DST_SCOUTERPARTS_PC_INFO_JAMMING	Avoid Inspect		防查看	ok
UI	lang0.pak	DST_SCOUTERPARTS_PC_INFO_VIEWER	Inspect Others		查看他人	ok
UI	lang0.pak	DST_SCOUTERPARTS_QUEST_SEARCH	Quest Search		任務搜索	ok
UI	lang0.pak	DST_SCOUTERPARTS_SPECIAL_START	Predicts:%d%% Accuracy	预测合成效率: %d%% 精确度	预测：%d%% 命中率	ok
UI	lang0.pak	DST_SCOUTER_BA	Passive	被动	被动	ok
UI	lang0.pak	DST_SCOUTER_BACK	Runs	回避	回避	ok
UI	lang0.pak	DST_SCOUTER_BALL	May Drop a Dragon Ball	可能会掉落龙珠	可能会掉落龙珠	ok
UI	lang0.pak	DST_SCOUTER_BUTTON_EXPLANATION_NON	Scouter On/Off Button.	未配戴史考特/史考特损坏	探测器在/下车按钮。	ok
UI	lang0.pak	DST_SCOUTER_BUTTON_EXPLANATION_OFF	Scouter: Off. Click on the T key to turn on.		探测器：關闭。按T键開启。	ok
UI	lang0.pak	DST_SCOUTER_BUTTON_EXPLANATION_ON	Scouter: On. Click on the T key to turn off.		探测器：開启。按T键關闭。	ok
UI	lang0.pak	DST_SCOUTER_CAN_NOT_MOVE_PARTS_ON_MENU	Can't Move Part Error	史考特使用时无法变更晶片。	無法移動零件錯誤	ok
UI	lang0.pak	DST_SCOUTER_CHECK_ABILITY_ATTACK	Aggression Scan	侦测战斗能力	侦测战斗能力	ok
UI	lang0.pak	DST_SCOUTER_CHECK_DRAGONBALL	Dragon Ball Radar	寻找龙珠	龍珠雷達	ok
UI	lang0.pak	DST_SCOUTER_CHECK_EQUIPMENT	Equipment Scan	观看他人装备	观看他人装备	ok
UI	lang0.pak	DST_SCOUTER_CHECK_MONSTER	AI/Skill/Prop.	持有技能/人工智慧/属性	AI/技能/属性。	ok
UI	lang0.pak	DST_SCOUTER_COME	Calls for Help	必死	必死	ok
UI	lang0.pak	DST_SCOUTER_DB	Buffs	祝福	祝福	ok
UI	lang0.pak	DST_SCOUTER_DC	Curse	诅咒	诅咒	ok
UI	lang0.pak	DST_SCOUTER_DD	Damage	伤害	伤害	ok
UI	lang0.pak	DST_SCOUTER_DH	Heals	治疗	治疗	ok
UI	lang0.pak	DST_SCOUTER_ENDURANCE	Durability	耐久度	耐久度	ok
UI	lang0.pak	DST_SCOUTER_ENERGE	%d%% Agro	%d%% 气功	%d%% 气功	ok
UI	lang0.pak	DST_SCOUTER_EQUIPMENT_ALLOFF	Scouter: Off. Click on the T key to turn on	关闭所有功能的话史考特属性的功能就无法使用了.	探测器：下车。点擊在T钥匙到切换在	ok
UI	lang0.pak	DST_SCOUTER_EQUIPMENT_NONE	No Equipment scan function	需要装备观赏他人装备功能的史考特才能够使用.	无裝備扫描功能	ok
UI	lang0.pak	DST_SCOUTER_EQUIPMENT_OFF	Scan function is disabled	关闭观看他人装备属性功能的话无法使用.	扫描功能是已禁用	ok
UI	lang0.pak	DST_SCOUTER_EXPLAIN_SLOT	Open Scouter %s	利用热键%s即可开启史考特视窗。	打開探测器 %s	ok
UI	lang0.pak	DST_SCOUTER_FA	Aggressive	主动	主动	ok
UI	lang0.pak	DST_SCOUTER_FULL	Scouter Full	史考特上没有空的晶片栏位。	探测器已满	ok
UI	lang0.pak	DST_SCOUTER_MUST_CLEAR_SCOUTER	Remove All Parts First	要摘下史考特请先取下所有晶片。	移除全部零件第一	ok
UI	lang0.pak	DST_SCOUTER_NEED_SCOUTER	Equip Scouter to Use	请装备史考特后使用。	请装备史考特后使用。	ok
UI	lang0.pak	DST_SCOUTER_NOT_EXIST_HIDDEN_OBJECT	No Hidden Object Found	附近无隐藏物件。	附近无隐藏物件。	ok
UI	lang0.pak	DST_SCOUTER_OUT_OF_ORDER_SCOUTER	Scouter Needs Repair	因为史考特故障无法使用,请修理史考特.	探测器 Needs 修理	ok
UI	lang0.pak	DST_SCOUTER_PARTS_NAME	Part	晶片	晶片	ok
UI	lang0.pak	DST_SCOUTER_PARTS_OPTION	Part Options	晶片设定	晶片设定	ok
UI	lang0.pak	DST_SCOUTER_PARTS_POWER_CUNSUMPTION	Power Consumption %d	战力消耗量 %d	战力消耗量 %d	ok
UI	lang0.pak	DST_SCOUTER_PC_VIEWER_ACCESARY	Accessories	装饰品	装饰品	ok
UI	lang0.pak	DST_SCOUTER_PC_VIEWER_COSTUME	Costume	套装	套装	ok
UI	lang0.pak	DST_SCOUTER_PC_VIEWER_DEFENCE	Defense	防具	防具	ok
UI	lang0.pak	DST_SCOUTER_PC_VIEWER_SPECIAL	Special	特殊	特殊	ok
UI	lang0.pak	DST_SCOUTER_PC_VIEWER_WEAPON	Weapon	武器	武器	ok
UI	lang0.pak	DST_SCOUTER_PHYSICAL	Physical %d%%	格斗 %d%%	格斗 %d%%	ok
UI	lang0.pak	DST_SCOUTER_POSSIBLE_QUEST	Quest Search		任務搜索	ok
UI	lang0.pak	DST_SCOUTER_POWER	Power	使用量	力量	ok
UI	lang0.pak	DST_SCOUTER_POWER_CURRENT_INFO	Power Capacity %d/%d		力量 Capacity %d/%d	ok
UI	lang0.pak	DST_SCOUTER_POWER_MAX_INFO	Maximum Power: %d		最大力量：%d	ok
UI	lang0.pak	DST_SCOUTER_QUEST_SEARCH_NOT_QUEST	Scan found no NPC's with Quests.		扫描找到没有 NPC的使用任務。	ok
UI	lang0.pak	DST_SCOUTER_REMOVER_ALL_PARTS	Remove All Parts	将史考特上的全部装置晶片移至胶囊盒。	移除全部零件	ok
UI	lang0.pak	DST_SCOUTER_REPAIR_TWENTY	Scouter durability below 10% Please repair.	史考特耐久度未满 10% . 请修理史考特.	史考特耐久度未满 10% . 请修理史考特.	ok
UI	lang0.pak	DST_SCOUTER_REPAIR_ZERO	Scouter durability 0 No scan possible.		探测器耐久度 0 无扫描可以。	ok
UI	lang0.pak	DST_SCOUTER_SCOUTER_ABILITY	Scouter Stats	史考特功能	史考特功能	ok
UI	lang0.pak	DST_SCOUTER_SCOUTER_NAME	Scouter	装备史考特	史考特	ok
UI	lang0.pak	DST_SCOUTER_SMART_FA	Smart	出奇制胜	智慧	ok
UI	lang0.pak	DST_SCOUTER_SUCCESS_FIND_HIDDEN_OBJECT	%d Hidden Object Found		%d 隐藏 Object 找到	ok
UI	lang0.pak	DST_SCOUTER_TIMID	Coward	胆小鬼	胆小鬼	ok
UI	lang0.pak	DST_SCOUTER_WORKING	Scouter in Use	史考特使用中。	史考特使用中。	ok
UI	lang0.pak	DST_SCS_BEGIN_ALARMMSG	Anti-Bot verification initiated	史考特维护服务开始。	反外掛驗證開始。	ok
UI	lang0.pak	DST_SCS_BEGIN_BTN	Verify	服务开始	驗證	ok
UI	lang0.pak	DST_SCS_BEGIN_ICONVIEWMSG_1	Bot check started. Press 'Start Verification' to begin.	机器人验证已开始。点击“开始验证”继续。	"機器人驗證已開始。点擊""開始驗證""继續"	ok
UI	lang0.pak	DST_SCS_BEGIN_ICONVIEWMSG_2	Move to a safe location before starting. 2 incorrect attempts will result in penalty.	开始前请移动到安全地点。错误2次将受到惩罚。	開始前請移動到安全地点。錯誤2次将受到惩罚。	ok
UI	lang0.pak	DST_SCS_BEGIN_ICONVIEWMSG_3	Time remaining: %d minutes %d seconds	距离下次史考特维修服务剩余时间: %d分 %d秒	剩余時間：%d分%d秒	ok
UI	lang0.pak	DST_SCS_BLUNDER_NARRATION_1	Incorrect![br]Please try again	输入错误！[br]请重试	输入錯誤！[br]請重试	ok
UI	lang0.pak	DST_SCS_BLUNDER_NARRATION_2	Don't worry![br]You still have chances left	别担心！[br]你还有剩余机会	别担心！[br]你還有剩余機會	ok
