surface	file	id	source_text	source_hash	zh_cn	status	legacy_source	legacy_row	note
lang0	lang0.pak	DST_MARKET_DOJO	Dojo	2dd1f883527b	道服	accepted	legacy/translations/lang0_overrides.tsv	642	local_data_priority_market
lang0	lang0.pak	DST_MARKET_DOWNGRADE_STONE_ARMOR	Armor Downgrade	0ddb9750eff2	服饰降级	accepted	legacy/translations/lang0_overrides.tsv	643	local_data_priority_market
lang0	lang0.pak	DST_MARKET_DOWNGRADE_STONE_WEAPON	Weapon Downgrade	61ab56f02851	武器降级	accepted	legacy/translations/lang0_overrides.tsv	644	
lang0	lang0.pak	DST_MARKET_ENDTIME	72Hrs	3e8c90fa971f	7日	accepted	legacy/translations/lang0_overrides.tsv	645	local_data_priority_market
lang0	lang0.pak	DST_MARKET_ENDTIME_INFO	72Hr Left	330e65fe014b	剩72时	accepted	legacy/translations/lang0_overrides.tsv	646	
lang0	lang0.pak	DST_MARKET_ENDTIME_SECOND	48 hours	b0e30da24243	48小时	accepted	legacy/translations/lang0_overrides.tsv	647	
lang0	lang0.pak	DST_MARKET_ENDTIME_THIRED	72 hours	59cf33080071	72小时	accepted	legacy/translations/lang0_overrides.tsv	648	
lang0	lang0.pak	DST_MARKET_ETC	Other	6e6a6f2086bb	其他	accepted	legacy/translations/lang0_overrides.tsv	649	
lang0	lang0.pak	DST_MARKET_EXCELLENTTYPE	Excellent	1aafbf548bd1	特级以上	accepted	legacy/translations/lang0_overrides.tsv	650	local_data_priority_market
lang0	lang0.pak	DST_MARKET_EXP_BUFF	EXP Buff	695de190d086	经验值Buff	accepted	legacy/translations/lang0_overrides.tsv	651	local_data_priority_market
lang0	lang0.pak	DST_MARKET_FOOD	Food	35b259290ec3	食物	accepted	legacy/translations/lang0_overrides.tsv	652	
lang0	lang0.pak	DST_MARKET_FORGET_BOOK	Skill Reset Book	30fd8d8ef5c6	忘却之书	accepted	legacy/translations/lang0_overrides.tsv	653	local_data_priority_market
lang0	lang0.pak	DST_MARKET_FORGET_BOOKPLUS	Skill Reset Book+	d0a71221165b	忘却之书+	accepted	legacy/translations/lang0_overrides.tsv	654	local_data_priority_market
lang0	lang0.pak	DST_MARKET_GRADE	Rate	3a9c736b3175	等级	accepted	legacy/translations/lang0_overrides.tsv	655	local_data_priority_market
lang0	lang0.pak	DST_MARKET_GREATER_UPGRADE_STONE_ARMOR	Armor Upgrade(High)	81098c3630c6	服饰强化(高)	accepted	legacy/translations/lang0_overrides.tsv	656	local_data_priority_market
lang0	lang0.pak	DST_MARKET_GREATER_UPGRADE_STONE_WEAPON	Weapon Upgrade (High)	5fecfd851885	武器强化(高)	accepted	legacy/translations/lang0_overrides.tsv	657	local_data_priority_market
lang0	lang0.pak	DST_MARKET_GROVE_KNUCKLE	Glove	bb4e7700e75a	手套	accepted	legacy/translations/lang0_overrides.tsv	658	
lang0	lang0.pak	DST_MARKET_INPUT_NAME	Search	bce06414177f	搜索	accepted	legacy/translations/lang0_overrides.tsv	659	
lang0	lang0.pak	DST_MARKET_ITEMNAME	Item Name	497c978bc23e	道具姓名	accepted	legacy/translations/lang0_overrides.tsv	660	local_data_priority_market
lang0	lang0.pak	DST_MARKET_ITEM_BUY_NOT_SEARCH	Item can't be found	7a13599e9b0a	无法查询该道具。	accepted	legacy/translations/lang0_overrides.tsv	661	local_data_priority_market
lang0	lang0.pak	DST_MARKET_ITEM_NOT_SERACH	No Search Criteria	8bbf424f30e3	尚未输入搜寻条件。	accepted	legacy/translations/lang0_overrides.tsv	662	local_data_priority_market
lang0	lang0.pak	DST_MARKET_ITEM_SERACH_NOTRESULT	Results are shown	02b6e46ae964	已显示结果	accepted	legacy/translations/lang0_overrides.tsv	663	
lang0	lang0.pak	DST_MARKET_LAST_TIME	Time Left	6b03b0a298d4	结束期间	accepted	legacy/translations/lang0_overrides.tsv	664	local_data_priority_market
lang0	lang0.pak	DST_MARKET_LEFT	Last	d1c69a859a96	上页	accepted	legacy/translations/lang0_overrides.tsv	665	
lang0	lang0.pak	DST_MARKET_LEGENDARYTYPE	Legendary	b7e8916505bf	传说	accepted	legacy/translations/lang0_overrides.tsv	666	
lang0	lang0.pak	DST_MARKET_LEVEL_NOT_SERACH	Enter Correct Level Range	daa6bb3978a8	请输入正确等级范围	accepted	legacy/translations/lang0_overrides.tsv	667	
lang0	lang0.pak	DST_MARKET_MAINCATEGORY_INFO	Choose Main Category	8184fbb85a37	选择主分类	accepted	legacy/translations/lang0_overrides.tsv	668	
lang0	lang0.pak	DST_MARKET_MASCOT	Pets	849c2d068505	宠物	accepted	legacy/translations/lang0_overrides.tsv	669	
lang0	lang0.pak	DST_MARKET_MASCOT_FOOD	Pet Food	2f76a1cdda27	饲料	accepted	legacy/translations/lang0_overrides.tsv	670	local_data_priority_market
lang0	lang0.pak	DST_MARKET_MAXLEVEL	Max. Level	cfa6ae4b62a9	最大等级	accepted	legacy/translations/lang0_overrides.tsv	671	local_data_priority_market
lang0	lang0.pak	DST_MARKET_MAX_DURITME	Repair First	88d3a527d94f	请先修理	accepted	legacy/translations/lang0_overrides.tsv	672	
lang0	lang0.pak	DST_MARKET_MINLEVEL	Min. Level	532e2720aa49	最小等级	accepted	legacy/translations/lang0_overrides.tsv	673	local_data_priority_market
lang0	lang0.pak	DST_MARKET_NAME	Name	709a23220f2c	姓名	accepted	legacy/translations/lang0_overrides.tsv	674	local_data_priority_market
lang0	lang0.pak	DST_MARKET_NEW_FOOD	New Food	2fb8b5814622	全新食物	accepted	legacy/translations/lang0_overrides.tsv	675	local_data_priority_market
lang0	lang0.pak	DST_MARKET_NORMALTYPE	Normal	45e118d0563e	一般服饰	accepted	legacy/translations/lang0_overrides.tsv	676	local_data_priority_market
lang0	lang0.pak	DST_MARKET_NORMAL_STONE	Normal Stone	7dd248b90544	普通原石	accepted	legacy/translations/lang0_overrides.tsv	677	local_data_priority_market
lang0	lang0.pak	DST_MARKET_NOT_SERACH	Contains characters that can't be retrieved	1e4822983bcf	关键字中包含了特殊文字无法查询。	accepted	legacy/translations/lang0_overrides.tsv	678	local_data_priority_market
lang0	lang0.pak	DST_MARKET_PRICE	Price	3e8248e32edf	价格	accepted	legacy/translations/lang0_overrides.tsv	679	
lang0	lang0.pak	DST_MARKET_PURE_STONE	Pure stone	58a563c913a8	纯原石	accepted	legacy/translations/lang0_overrides.tsv	680	local_data_priority_market
lang0	lang0.pak	DST_MARKET_RARETYPE	Rare	cce370d2f978	稀有	accepted	legacy/translations/lang0_overrides.tsv	681	
lang0	lang0.pak	DST_MARKET_RECIPE	Recipe	1dcda804c96d	混合	accepted	legacy/translations/lang0_overrides.tsv	682	local_data_priority_market
lang0	lang0.pak	DST_MARKET_RECIPE_ITEM	Recipe	1dcda804c96d	食谱	accepted	legacy/translations/lang0_overrides.tsv	683	local_data_priority_market
lang0	lang0.pak	DST_MARKET_REFRESH	Refresh	56e3badc4e6c	重新整理	accepted	legacy/translations/lang0_overrides.tsv	684	local_data_priority_market
lang0	lang0.pak	DST_MARKET_REGISTRATION	Register	d672995a1465	登录	accepted	legacy/translations/lang0_overrides.tsv	685	local_data_priority_market
lang0	lang0.pak	DST_MARKET_RESORATIVE	Restore	3cbe6d6b9a8d	恢复剂	accepted	legacy/translations/lang0_overrides.tsv	686	local_data_priority_market
lang0	lang0.pak	DST_MARKET_RESORATIVE_ITEM	Restore	3cbe6d6b9a8d	药水	accepted	legacy/translations/lang0_overrides.tsv	687	local_data_priority_market
lang0	lang0.pak	DST_MARKET_RIGHT	Next	bc981983e7f5	下页	accepted	legacy/translations/lang0_overrides.tsv	688	
lang0	lang0.pak	DST_MARKET_SCOUTER	Scouter	8bcb090d6225	史考特	accepted	legacy/translations/lang0_overrides.tsv	689	
lang0	lang0.pak	DST_MARKET_SCOUTER_MAIN	Chip	f8fd9bc39f71	本机	accepted	legacy/translations/lang0_overrides.tsv	690	local_data_priority_market
lang0	lang0.pak	DST_MARKET_SCOUTER_PART	Upgrade	a6f47e00e036	晶片	accepted	legacy/translations/lang0_overrides.tsv	691	local_data_priority_market
lang0	lang0.pak	DST_MARKET_SEARCH_ITEM	Select the category, enter a search term,press search	eeceae1f39e7	请选择欲搜寻道具的分类后输入关键字按搜寻钮。	accepted	legacy/translations/lang0_overrides.tsv	692	local_data_priority_market
lang0	lang0.pak	DST_MARKET_SELL	"[align = ""center""][font size = ""12"" color=""f4d762""]Auction Sale[/font][br][br][font size = ""10"" color=""269eff""]You are now selling an item.[/font][br][br][font size = ""10"" color=""ffffff""]Item(s): %d[br]Fee to Sell: %s Zeni[/font][br][br][font size = ""10"" color=""f36a7c""]Put Item on Sale?[/font][br]"	dd4832c3b196	"[align = ""center""][font size = ""12"" color=""f4d762""]出售确认[/font][br][br][font size = ""10"" color=""269eff""]你正在出售物品。[/font][br][br][font size = ""10"" color=""ffffff""]物品数: %d[br]手续费: %s 索[/font][br][br][font size = ""10"" color=""f36a7c""]是否上架?[/font][br]"	accepted	legacy/translations/lang0_overrides.tsv	693	
lang0	lang0.pak	DST_MARKET_SELLER	Seller	ec3ef051d5a8	卖家	accepted	legacy/translations/lang0_overrides.tsv	694	
lang0	lang0.pak	DST_MARKET_SELLITEM_CANCEL	Click 'Cancel' to Cancel the Auction	366d8c8e166d	点取消可取消拍卖	accepted	legacy/translations/lang0_overrides.tsv	695	
lang0	lang0.pak	DST_MARKET_SELLTEXT	Sell	fa3cf2ad51e0	贩卖	accepted	legacy/translations/lang0_overrides.tsv	696	local_data_priority_market
lang0	lang0.pak	DST_MARKET_SELL_CANCEL	"[align = ""center""][font size = ""12"" color=""f4d762""]Cancel Auction[/font][br][br][font size = ""10"" color=""269eff""]Cancel the following:[/font][br][br][font size = ""10"" color=""ffffff""]%s[br]Sale Price: %s Zeni[/font][br][br][font size = ""10"" color=""f36a7c""]Do you want to Cancel?[/font][br]"	6a7204ff3159	"[align = ""center""][font size = ""12"" color=""f4d762""]取消委托贩卖道具[/font][br][br][font size = ""10"" color=""269font""] 将取消下列登录」[10"" color=""269""] 取消color=""ffffff""]%s[br]卖价 : %sZ[/font][br][br][font size = ""10"" color=""f36a7c""][警告] 您确定要取消吗？"	accepted	legacy/translations/lang0_overrides.tsv	697	local_data_priority_market
lang0	lang0.pak	DST_MARKET_SELL_ITMEPRICE	Price	3e8248e32edf	价格	accepted	legacy/translations/lang0_overrides.tsv	698	
lang0	lang0.pak	DST_MARKET_SELL_NOT	Cancel	77dfd2135f4d	贩卖取消	accepted	legacy/translations/lang0_overrides.tsv	699	local_data_priority_market
lang0	lang0.pak	DST_MARKET_SELL_PRICE	Charge	d4e1aee46cda	手续费	accepted	legacy/translations/lang0_overrides.tsv	700	local_data_priority_market
lang0	lang0.pak	DST_MARKET_SERACH_ITEM	Search	bce06414177f	搜寻	accepted	legacy/translations/lang0_overrides.tsv	701	local_data_priority_market
lang0	lang0.pak	DST_MARKET_SERACH_REFRESH	Refresh	56e3badc4e6c	刷新	accepted	legacy/translations/lang0_overrides.tsv	702	
lang0	lang0.pak	DST_MARKET_STUFF	Material	d8169782b57c	材料	accepted	legacy/translations/lang0_overrides.tsv	703	
lang0	lang0.pak	DST_MARKET_SUBCATEGORY_INFO	Choose Sub Category	43aa8d15d7d4	选择子分类	accepted	legacy/translations/lang0_overrides.tsv	704	
lang0	lang0.pak	DST_MARKET_SUBCATEGORY_NOT_SERACH	Select a subcategory	e07d65fa03a8	请选择子分类	accepted	legacy/translations/lang0_overrides.tsv	705	
lang0	lang0.pak	DST_MARKET_SUBWEAPON	Sub Weapon	ffe8c8e988c7	辅助武器	accepted	legacy/translations/lang0_overrides.tsv	706	local_data_priority_market
lang0	lang0.pak	DST_MARKET_SUPERIORTYPE	Super	f6889fc97e14	优质	accepted	legacy/translations/lang0_overrides.tsv	707	
lang0	lang0.pak	DST_MARKET_TITLE	Auction House	4dcdd7d31d86	天下第一大市场	accepted	legacy/translations/lang0_overrides.tsv	708	local_data_priority_market
lang0	lang0.pak	DST_MARKET_UPGRADE_STONE_ARMOR	Armor Upgrade	a91b2b91f4c6	服饰强化	accepted	legacy/translations/lang0_overrides.tsv	709	local_data_priority_market
lang0	lang0.pak	DST_MARKET_UPGRADE_STONE_WEAPON	Weapon Upgrade	74ef6c4f013d	武器强化	accepted	legacy/translations/lang0_overrides.tsv	710	local_data_priority_market
lang0	lang0.pak	DST_MARKET_USELEVLE	Level	7c7f5d049fad	等级	accepted	legacy/translations/lang0_overrides.tsv	711	
lang0	lang0.pak	DST_MARKET_USE_ITEM	Available	7c62a1424469	可用	accepted	legacy/translations/lang0_overrides.tsv	712	
lang0	lang0.pak	DST_MARKET_WEAPON	Weapon	ead533685e26	主武器	accepted	legacy/translations/lang0_overrides.tsv	713	local_data_priority_market
lang0	lang0.pak	DST_STAFF	Staff	a4730a22cf49	杖	accepted	legacy/translations/lang0_overrides.tsv	716	
lang0	lang0.pak	DST_MIGHTY_MAJIN	Mighty Majin	5873eace4c5e	大魔人	accepted	legacy/translations/lang0_overrides.tsv	717	
lang0	lang0.pak	DST_WONDER_MAJIN	Wonder Majin	89fdfb37cb7f	意魔人	accepted	legacy/translations/lang0_overrides.tsv	718	
lang0	lang0.pak	DST_STREET_FIGHTER	Fighter	7f3c61ac8b0b	格斗家	accepted	legacy/translations/lang0_overrides.tsv	719	
lang0	lang0.pak	DST_SWORD_MASTER	Swordsman	b39501ca197b	剑术家	accepted	legacy/translations/lang0_overrides.tsv	720	
lang0	lang0.pak	DST_DARK_WARRIOR	Dark Warrior	ad7a940f7168	魔界战士	accepted	legacy/translations/lang0_overrides.tsv	721	
lang0	lang0.pak	DST_SHADOW_KNIGHT	Shadow Knight	36dee10e42bf	魔导战士	accepted	legacy/translations/lang0_overrides.tsv	722	
lang0	lang0.pak	DST_DENDEN_HEALER	Dende Priest	9470e1f0d859	天天导师	accepted	legacy/translations/lang0_overrides.tsv	723	
lang0	lang0.pak	DST_POCO_SUMMONER	Poko Priest	75e260c302d5	波可导师	accepted	legacy/translations/lang0_overrides.tsv	724	
lang0	lang0.pak	DST_ULTI_MA	Ultimate Majin	40e99d68c8fe	奥迪魔	accepted	legacy/translations/lang0_overrides.tsv	725	
lang0	lang0.pak	DST_GRAND_MA	Grand Chef Majin	c23516490ca9	葛兰魔	accepted	legacy/translations/lang0_overrides.tsv	726	
lang0	lang0.pak	DST_PLAS_MA	Plasma Majin	95b123fcd50b	普立兹魔	accepted	legacy/translations/lang0_overrides.tsv	727	
lang0	lang0.pak	DST_KAR_MA	Karma Majin	f54067bf331a	卡尔魔	accepted	legacy/translations/lang0_overrides.tsv	728	
lang0	lang0.pak	DST_SCROLL	Scroll	090a3c807816	卷轴	accepted	legacy/translations/lang0_overrides.tsv	729	
lang0	lang0.pak	DST_GEM	Gem	ae634fdf7461	宝	accepted	legacy/translations/lang0_overrides.tsv	730	
lang0	lang0.pak	DST_STICK	Stick	41460ebaa0e8	棍	accepted	legacy/translations/lang0_overrides.tsv	731	
lang0	lang0.pak	DST_SWORD	Sword	4a126f4379ee	剑	accepted	legacy/translations/lang0_overrides.tsv	732	
lang0	lang0.pak	DST_FAN	Fan	ec384064ecf4	扇	accepted	legacy/translations/lang0_overrides.tsv	733	
lang0	lang0.pak	DST_WAND	Wand	2af4fc97b86a	短棍	accepted	legacy/translations/lang0_overrides.tsv	734	
lang0	lang0.pak	DST_INSTRUMENT	Trumpet	66c3284825be	乐器	accepted	legacy/translations/lang0_overrides.tsv	735	
lang0	lang0.pak	DST_DRUM	Drum	32bad1d2cace	鼓	accepted	legacy/translations/lang0_overrides.tsv	736	
lang0	lang0.pak	DST_MASK	Mask	8aadf1657da5	面具	accepted	legacy/translations/lang0_overrides.tsv	737	
lang0	lang0.pak	DST_MAILSYSTEM_ALREADY_OPEN	Mail window is already open.	29998adbbc73	邮件窗口已打开。	accepted	legacy/translations/lang0_overrides.tsv	740	
lang0	lang0.pak	DST_MAILSYSTEM_ATTACH_DISABLED_MSG	Can't Attach	fbb842196573	无法附加	accepted	legacy/translations/lang0_overrides.tsv	741	
lang0	lang0.pak	DST_MAILSYSTEM_DELMAILNUM	Deleted Mail	d8f9c36b4051	已删邮件	accepted	legacy/translations/lang0_overrides.tsv	742	
lang0	lang0.pak	DST_MAILSYSTEM_MAILBOX	Mailbox	2f5c26f8354e	邮箱	accepted	legacy/translations/lang0_overrides.tsv	743	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_ALARM	[Notifications] %s	f706083e336d	[通知] %s	accepted	legacy/translations/lang0_overrides.tsv	744	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_ATTACH	Attach	1afff0157ce3	附加	accepted	legacy/translations/lang0_overrides.tsv	745	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_ATTACH_2	Item Attachment	0e130fd56d03	附加物品	accepted	legacy/translations/lang0_overrides.tsv	746	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_ATTACH_REQ	Request	4aed03cac49d	请求	accepted	legacy/translations/lang0_overrides.tsv	747	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_ATTACH_SEND	Send	9bc2575c3930	发送	accepted	legacy/translations/lang0_overrides.tsv	748	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_AWAY	Away	4fae89296662	离开	accepted	legacy/translations/lang0_overrides.tsv	749	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_AWAY_OFF	Away Off	6f5f79fa5368	离开关	accepted	legacy/translations/lang0_overrides.tsv	750	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_AWAY_ON	Away On	93737313c231	离开开	accepted	legacy/translations/lang0_overrides.tsv	751	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_CONTENT	Content	4f9be057f0ea	内容	accepted	legacy/translations/lang0_overrides.tsv	752	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_DELETE	Delete	f6fdbe48dc54	删除	accepted	legacy/translations/lang0_overrides.tsv	753	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_EMPTYMAIL	Your Mailbox is Empty	2c6bf3296fdd	邮箱为空	accepted	legacy/translations/lang0_overrides.tsv	754	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_EXPIRED_DAY	%u Day	f89abd84b507	%u天	accepted	legacy/translations/lang0_overrides.tsv	755	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_EXPIRED_DAY_LOCK	Lock	891ebccd5baa	锁定	accepted	legacy/translations/lang0_overrides.tsv	756	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_EXPIRED_DAY_TITLE	Expiration Date	29a152dbe5f2	到期日	accepted	legacy/translations/lang0_overrides.tsv	757	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_FROM	From	3f66052a107e	来自	accepted	legacy/translations/lang0_overrides.tsv	758	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_MARKET	World Markets	6c550d27c635	天下第一大市场	accepted	legacy/translations/lang0_overrides.tsv	759	local_data_priority_market
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_REPLY	Reply	6c2bb735a46a	回复	accepted	legacy/translations/lang0_overrides.tsv	760	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_RESET	Reset	44c57abd888a	重置	accepted	legacy/translations/lang0_overrides.tsv	761	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_RETURN	Return	24f096b221f9	退回	accepted	legacy/translations/lang0_overrides.tsv	762	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_SEND	Send	9bc2575c3930	发送	accepted	legacy/translations/lang0_overrides.tsv	763	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_SENDDATE	Date Sent: %u/%u/%u %s %u:%u	6c959ef27910	发送日:%u/%u/%u %s %u:%u	accepted	legacy/translations/lang0_overrides.tsv	764	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_SYSTEM_MAIL	[System Mail]	5d017544724b	[系统邮件]	accepted	legacy/translations/lang0_overrides.tsv	765	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_TO	To	ae79ea1e9c63	至	accepted	legacy/translations/lang0_overrides.tsv	766	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_ZENNY	Zeni	2b223d64d741	索尼	accepted	legacy/translations/lang0_overrides.tsv	767	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_ZENNY_REQ	Give Zeni (BEWARE SCAM)	1db5d9f82f4d	索尼请求(慎防诈骗)	accepted	legacy/translations/lang0_overrides.tsv	768	
lang0	lang0.pak	DST_MAILSYSTEM_MAIL_ZENNY_SEND	Take Zeni	76c0b84873af	领取索尼	accepted	legacy/translations/lang0_overrides.tsv	769	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_ATTACH_ITEM_NOT	Item can't be attached to Mail	3bc1602dd18f	物品无法附加到邮件	accepted	legacy/translations/lang0_overrides.tsv	770	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_ATTACH_ZENNY	Maximum Zeni to attach or request is %s	d1425f51814b	最多可附加或请求%s索尼	accepted	legacy/translations/lang0_overrides.tsv	771	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_AWAY_OFF	"[align = ""center""]Available Status[br][br]If you turn off Away Mode[br]you can receive Mail again.[br][br]Turn Off Away Mode?"	e1fbf669f59b	"[align = ""center""]可收信状态[br][br]关闭离开模式后[br]可再次接收邮件。[br][br]关闭离开模式?"	accepted	legacy/translations/lang0_overrides.tsv	772	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_AWAY_ON	"[align = ""center""]Away Status[br][br]If you set your status to away[br]all Mail will be Denied.[br]You won't receive Mail.[br][br]Switch to Away Mode?"	cfc13a0beea0	"[align = ""center""]离开状态[br][br]设为离开后[br]所有邮件会被拒收。[br]你将无法接收邮件。[br][br]切换到离开模式?"	accepted	legacy/translations/lang0_overrides.tsv	773	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_DELETE	"[align = ""center""][font size = ""12"" color=""f4d762""]Delete Mail[/font][br][br][font size = ""10"" color=""f36a7c""]Deleting the selected Mail.[br][br]It's not possible to recover the deleted Mail[br]Please Choose carefully.[/font][br][br][font size = ""10"" color=""ffffff""]Delete Selected Mail?[/font]"	4a47aca5ad0a	"[align = ""center""][font size = ""12"" color=""f4d762""]删除邮件[/font][br][br][font size = ""10"" color=""f36a7c""]将删除所选邮件。[br][br]删除后无法恢复，[br]请谨慎选择。[/font][br][br][font size = ""10"" color=""ffffff""]删除所选邮件?[/font]"	accepted	legacy/translations/lang0_overrides.tsv	774	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_MAIL_CONTENT_BUFFEROVER	Max 128 Characters	3eb254056364	最多128字符	accepted	legacy/translations/lang0_overrides.tsv	775	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_MAIL_CONTENT_SLANGDER	"[align = ""center""]Compose Mail[br][br]In the mail you used forbidden words[br][br]please edit"	6aa78cea946c	"[align = ""center""]写邮件[br][br]邮件内容含禁用词[br][br]请修改"	accepted	legacy/translations/lang0_overrides.tsv	776	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_MAIL_NOT_LOCK	Mail Zeni Requests can't be Locked	c5d984bfd106	索尼请求邮件不能锁定	accepted	legacy/translations/lang0_overrides.tsv	777	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_NOTFIND_SELECTED_MAIL	No Mail Selected	121704775cba	未选择邮件	accepted	legacy/translations/lang0_overrides.tsv	778	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_PLEASE_MAILCONTENT	"[align = ""center""]Mail[br][br]Make sure that all fields,[br]are filled in[br][br]you can use[br]a maximum of 128 characters"	fbedd15c6b6f	"[align = ""center""]邮件[br][br]请确认所有字段[br]都已填写[br][br]最多可输入[br]128个字符"	accepted	legacy/translations/lang0_overrides.tsv	779	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_PLEASE_TARGETNAME	"[align = ""center""]Sending Mail[br][br]Sending Mail, enter name[br]of receiver.[br][br]Character name must be[br]2-8 characters.[br][br]Type name of receiver."	0cf65af871af	"[align = ""center""]发送邮件[br][br]请输入收件人名称。[br][br]角色名必须为[br]2-8个字符。[br][br]请输入收件人。"	accepted	legacy/translations/lang0_overrides.tsv	780	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_RECEIVE_ACCEPT_MAIL	Received Mail from %s	428a2aa7fa4a	收到%s的邮件	accepted	legacy/translations/lang0_overrides.tsv	781	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_RECEIVE_ITEM	Received %s Item Attached to Mail	affc1016c5f1	收到邮件附加物品%s	accepted	legacy/translations/lang0_overrides.tsv	782	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_RECEIVE_ITEM_ACCEPT	"[align = ""center""][font size = ""12"" color=""f4d762""]Receiving Mail[/font][br][br][font size = ""10"" color=""269eff""]There are[br]attached Items in this Mail.[br][br]Received[br]attached items go to your Inventory.[/font][br][br][font size = ""10"" color=""f36a7c""]Item: %s[br][br]Make sure you have an Empty Slot.[/font][br][br][font size = ""10"" color=""ffffff""]Receive Item?[/font]"	a6fc6be772a3	"[align = ""center""][font size = ""12"" color=""f4d762""]领取邮件[/font][br][br][font size = ""10"" color=""269eff""]此邮件中[br]有附加物品。[br][br]领取后[br]物品会进入背包。[/font][br][br][font size = ""10"" color=""f36a7c""]物品: %s[br][br]请确认背包有空格。[/font][br][br][font size = ""10"" color=""ffffff""]领取物品?[/font]"	accepted	legacy/translations/lang0_overrides.tsv	783	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_RECEIVE_ITEM_ZENNY_ACCEPT	"[align = ""center""]Receive Item & Zeni[br][br]An Item & Zeni[br]are attached.[br][br]There's an Item attached to Mail[br]with Zeni.[br][br]Zeni: %s[br]Item: %s[br][br]Make sure you have an Empty Slot.[br][br]Receive Item & Zeni?"	ef9cdc052c3c	"[align = ""center""]领取物品和索尼[br][br]邮件附有物品和索尼。[br][br]索尼: %s[br]物品: %s[br][br]请确认背包有空格。[br][br]领取物品和索尼?"	accepted	legacy/translations/lang0_overrides.tsv	784	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_RECEIVE_ITEM_ZENNY_REQ_ACCEPT	"[align = ""center""][font size = ""12"" color=""f4d762""]Item/Zeni Request[/font][br][br][font size = ""10"" color=""269eff""]There is a Mail requesting[br]Zeni for attached Item.[br][br]If you receive this Mail, you'll receive the attached Item[br]and send Zeni[br]to Player.[/font][br][br][font size = ""10"" color=""f36a7c""]Item: %s[br]Cost Zeni: %s[br][br]You're not getting Zeni but paying.[br]Select carefully.[/font][br][br][font size = ""10"" color=""ffffff""]Accept Item/Zeni Request?[/font]"	ad74e9341292	"[align = ""center""][font size = ""12"" color=""f4d762""]物品/索尼请求[/font][br][br][font size = ""10"" color=""269eff""]此邮件请求索尼换取物品。[br][br]领取后会获得附加物品，[br]并向玩家支付索尼。[/font][br][br][font size = ""10"" color=""f36a7c""]物品: %s[br]花费索尼: %s[br][br]这是付款而不是收款，[br]请谨慎选择。[/font][br][br][font size = ""10"" color=""ffffff""]接受物品/索尼请求?[/font]"	accepted	legacy/translations/lang0_overrides.tsv	785	
lang0	lang0.pak	DST_MAILSYSTEM_MSG_RECEIVE_ZENNY	Received %s Zeni	e06dfb3e11f2	收到%s索尼	accepted	legacy/translations/lang0_overrides.tsv	786	
